계약일자,발주기관,계약방법,목적물,계약명,계약금액,계약상대자
2026-07-20,인천효성동초등학교,1인수의,용역,학교급식실 후드 청소 실시,1050000,인천우진환경
2026-05-13,인천검암초등학교,1인수의,용역,냉난방기 필터 청소비 지급,1042800,하나공조
2026-05-18,구월여자중학교,1인수의,용역,2026년 상반기 냉난방기 필터 청소,1030000,와우홈크리닝
2026-04-16,인천아라고등학교,1인수의,용역,2026년 4월 청소인력 대체 용역비 지급,1025400,주식회사 동연개발
2026-05-22,인천하정초등학교,1인수의,용역,냉난방기 필터청소 실시,1001000,하나공조
2026-07-02,인천송림초등학교,1인수의,용역,"신관 각 실 창문 방진망,방충망 청소비 지급",1000000,온누리종합환경
2026-05-04,인천산곡고등학교,1인수의,용역,상반기 교내 저수조 청소 실시,1000000,상록토탈
2026-03-06,인천도림초등학교,1인수의,용역,"유치원 청소 및 방역, 소독",1000000,그린홈케어
2026-03-06,검단고등학교,1인수의,용역,학교 계단 등 청소 작업 비용 지급,1000000,(주)더불림
2026-06-11,인천푸른빛유치원,1인수의,용역,냉난방기 필터 필터 및 선풍기 청소,998000,와우홈크리닝
2026-04-27,인천연송고등학교,1인수의,용역,선풍기 청소 실시,992000,준설비 주식회사
2026-07-14,인천아라꿈유치원,1인수의,용역,2026년 상반기 조리실 후드청소,990000,스타청소박사
2026-05-22,인천백운초등학교,1인수의,용역,상반기 조리실 후드 청소,990000,청목(꼼꼼한사람들)
2026-03-10,인천송도꿈유치원,1인수의,용역,2026학년도 원내 방역 및 저수조 청소 용역비 지급,990000,동연개발 주식회사
2026-03-03,인천광역시교육청학생교육문화회관,1인수의,용역,"2026년 대공연장 프로젝터 필터 교체 및 수리, 내부청소",990000,(주)사운드코리아이엔지
2026-06-20,인천장수초등학교,1인수의,용역,2026년 정화조 청소 실시,980440,덕수환경(주)
2026-03-19,인천동방초등학교,1인수의,용역,2026년도 정화조 청소비 지급,980000,남해환경
2026-03-04,인천청람중학교,1인수의,용역,시설물 소규모 수선(냉난방기 필터 청소),979000,하나공조
2026-05-11,인천검암초등학교,1인수의,용역,2026학년도 급식실 온수탱크 누수수리 및 온수탱크 분해청소,964700,미우라엔텍
2026-06-04,인천청선학교,1인수의,용역,2026년도 학교 정화조 청소 실시,963800,주은환경(주)
2026-06-18,인천동부초등학교,1인수의,용역,2026년 정화조 청소 실시,963000,푸른환경
2026-04-11,결마루미래학교,1인수의,용역,2026년 정화조 청소 실시,963000,그린환경
2026-04-30,인천마장초등학교,1인수의,용역,2026년 정화조 청소 실시,955000,삼우환경
2026-03-25,인천진산과학고등학교,1인수의,용역,기숙사 계기실 온수펌프교체 및 집수정 청소,950000,케이에이치종합건설 주식회사
2026-06-15,인천귤현초등학교,1인수의,용역,2026학년도 저수조 청소 실시,946000,대신환경방역공사
2026-07-12,인천당산초등학교,1인수의,용역,2026학년도 정화조 청소비 지급,943000,황금환경 주식회사
2026-06-19,강남영상미디어고등학교,1인수의,용역,교사동 냉난방기 필터 청소 실시,941600,인점시스템
2026-06-02,인천가좌여자중학교,1인수의,용역,2026년 본관 오수정화시설 청소,911140,서인천환경(주)
2026-07-07,삼성초등학교,1인수의,용역,2026년 상반기 급식실 후드 및 식당 대청소,900000,청소공방
2026-05-22,인천이음중학교,1인수의,용역,스포츠데이 아이아드경기장 화장실 청소비 지급,900000,주식회사 서광에스케이
2026-05-11,인천경명초등학교,1인수의,용역,2026년 5월 급식실 후드청소비 지급,900000,인천우진환경
2026-05-06,인천해서초등학교,1인수의,용역,선풍기 분해 청소비 지급,900000,와우홈크리닝
2026-04-17,상인천초등학교,1인수의,용역,2026년 강당 공기순환기 필터 교체 및 장비 청소비 지출,900000,(주)이에스이엔지
2026-04-13,인천신광초등학교,1인수의,용역,2026학년도 정화조 청소 용역비 지급,900000,영종환경
2026-05-08,구월중학교,1인수의,용역,2026학년도 1회 급식실 후드 청소 실시,891000,형제홈케어
2026-04-28,인천당산초등학교,1인수의,용역,오수관 펌핑 작업 및 동관 지하화장실 청소 작업비 지급,891000,주식회사 가림이엔지
2026-04-27,인천후정초등학교,1인수의,용역,교실 선풍기 청소 실시,891000,사회적협동조합 서해크린
2026-06-09,인천예송유치원,1인수의,용역,예송유치원 선풍기 청소 실시,882000,블루윈드
2026-07-14,하점초등학교,1인수의,용역,학교급식시설 후드 청소비 지급,880000,지노크린
2026-05-27,인천검단꿈유치원,1인수의,용역,유치원 지하주차장 청소 용역비,880000,와우홈크리닝
2026-04-07,인천원당초등학교,1인수의,용역,2026년 4월~2027년 2월 중앙 현관 수조 청소 및 물갈이 작업비 지급,880000,가나수족관
2026-03-25,인천영종초등학교,1인수의,용역,금산분교 화장실 배관 고압세척 청소,880000,신성유지관리(주)
2026-04-20,강화고등학교,1인수의,용역,본관동 선풍기 약품 청소,877800,영클린
2026-05-20,인천당산초등학교,1인수의,용역,2026학년도 교실선풍기 청소비 지급,862400,주식회사 춘풍
2026-05-22,인천목향초등학교,1인수의,용역,공공요금및용역_2026년 5월 ~2027년 2월 공기정화장치 청소 유지관리 용역비(휴엔텍),849600,주식회사 휴앤텍
2026-03-16,인천가좌여자중학교,1인수의,용역,오수정화시설 청소,834450,서인천환경(주)
2026-03-05,인천광역시교육청학생교육원,1인수의,용역,2026 1분기 저수조 청소 실시,831600,(주)덕인환경
2026-06-20,인천운서중학교,1인수의,용역,2026년 혼탁수 유입에 따른 저수조 부품 교체 및 청소 실시,830000,주식회사 신진환경
2026-03-06,대청고등학교,1인수의,용역,대청중고등학교 저수조(물탱크) 청소,830000,미래방제시스템
2026-03-06,백령고등학교,1인수의,용역,2026년 상반기 저수조 청소용역비 지급,830000,미래방제시스템
2026-07-20,인천미송유치원,1인수의,용역,여름방학 중 시설물 청소 용역비,820300,동연개발(주)
2026-06-30,인천성리중학교,1인수의,용역,시설물청소원 병가로 인한 대체인력 용역비 지급,820000,동연개발주식회사
2026-06-02,인천청라초등학교,1인수의,용역,청소원 휴가로 인한 대체인력 용역비 지급,820000,동연개발(주)
2026-06-25,인천약산초등학교,1인수의,용역,"4층 도서관 환경개선 관련 계단층, 복도 청소 실시",814000,주식회사 지성씨엔씨
2026-03-06,인천도담초등학교,1인수의,용역,2026학년도 저수조 청소비 지급,814000,대신환경방역공사
2026-03-01,인천검단초등학교,1인수의,용역,2026학년도 저수조 청소 실시,814000,대신환경방역공사
2026-03-05,부평여자중학교,1인수의,용역,강당(호연관) 온수탱크 청소 실시,811800,시원설비공사
2026-06-02,인천학익초등학교,1인수의,용역,2026학년도 상반기 저수조 청소,803000,대신환경방역공사
2026-03-16,인천명선초등학교,1인수의,용역,유치원 오수 역류로 인한 교실 청소 및 소독 실시,800000,클린순청소업체
2026-06-02,인천바이오과학고등학교,1인수의,용역,2026학년도 교실 선풍기 청소 실시,792000,주식회사 크린웰
2026-03-18,인천남촌초등학교,1인수의,용역,저수조 청소 실시,792000,대신환경방역공사
2026-06-25,인천진산과학고등학교,1인수의,용역,교사동 5층 기존 도서관 청소 시행,770000,(주)그린휴먼케어
2026-06-16,백석고등학교,1인수의,용역,2026년 저수조 청소,770000,(주)청앤미
2026-04-20,인천가원초등학교,1인수의,용역,2026학년도 저수조 청소 실시,770000,베라체환경
2026-04-10,인천효성동초등학교,1인수의,용역,2026학년도 저수조 청소 실시,770000,대신환경방역공사
2026-03-17,인천첨단초등학교,1인수의,용역,[유치원] 2026학년도 놀이터 청소 실시,770000,평화C&C본점
2026-03-06,인천기계공업고등학교,1인수의,용역,2026년 상반기 저수조 청소비 지급,770000,주식회사 신진환경
2026-03-06,인천해든초등학교,1인수의,용역,2026년 저수조 청소 실시,770000,대신환경방역공사
2026-04-14,인천운서초등학교,1인수의,용역,상반기 저수조 청소 및 4월 방역 실시,768000,대중환경
2026-05-18,인천운남고등학교,1인수의,용역,각 실 선풍기 먼지 청소 용역 실시,756800,고구려 환경
2026-03-27,인천산업정보학교,1인수의,용역,2026년 학교 정화조 청소 작업 지출,752000,동구정화조
2026-07-08,인천길주초등학교,1인수의,용역,2026학년도 상반기 급식실 바닥 및 천장 청소,750000,홈케어프로
2026-06-12,강남영상미디어고등학교,1인수의,용역,2026학년도 상반기 학교 저수조청소 실시,750000,김포환경방역공사
2026-04-30,인천창신초등학교,1인수의,용역,5월 교내 정기방역(급식실포함) 및 상반기 물탱크청소 실시,750000,상록토탈
2026-03-31,제물포고등학교,1인수의,용역,2026년도 상반기 저수조 청소 실시,750000,주식회사 신진환경
2026-06-09,인천조동초등학교,1인수의,용역,교내 화단 정리 및 청소 작업 실시,748000,늘푸른환경
2026-04-08,강화고등학교,1인수의,용역,2026 상반기 저수조 청소 실시,748000,대신환경방역공사
2026-07-07,인천예일고등학교,1인수의,용역,2026학년도 1학기 스마트팜 장비 청소비,742500,주식회사 그린베어
2026-03-09,인천성지초등학교,1인수의,용역,2026년 유치원 모래놀이장 청소 및 소독 실시(1차),730000,스팀온(SteamOn)
2026-06-08,인천주안초등학교,1인수의,용역,2026학년도 저수조 청소 및 교내 방역 실시,727000,대신환경방역공사
2026-03-05,인천장서초등학교,1인수의,용역,학생 위생시설의 쾌적한 환경 조성을 위한 교사동내 학생 양치대 청소비,726000,(주)새한에이치엠
2026-03-03,안남고등학교,1인수의,용역,2026학년도 저수조 청소 실시,726000,대중환경
2026-04-22,만수중학교,1인수의,용역,교실 및 식당 선풍기 청소,722700,동연개발(주)
2026-07-16,인천상정초등학교,1인수의,용역,급식실 후드시설 청소 용역비 지급,720000,팀스
2026-04-28,인천상정초등학교,1인수의,용역,급식실 후드시설 청소 용역비 지급,720000,팀스
2026-06-11,인천소양초등학교,1인수의,용역,2026년 하절기 대비 냉난방기 필터 청소 실시,710000,(주)퍼펙트씨앤에스
2026-07-20,인천은지초등학교,1인수의,용역,2026학년도 지능형과학실 구축 과학실 청소 용역 실시,700000,와우홈크리닝
2026-04-29,강화초등학교,1인수의,용역,안전체험관 시설 청소 비용 지급,700000,키즈토이
2026-03-12,인천후정초등학교,1인수의,용역,2026학년도 저수조(물탱크) 청소 실시,700000,상록토탈
2026-03-17,덕적고등학교,1인수의,용역,2026년 상반기 저수조 청소 실시(2026.3.21),694200,주식회사 신진환경
2026-04-28,인천간석초등학교,1인수의,용역,"체력단련실,음악실 청소 실시",690000,아란환경
2026-05-01,인천중산초등학교,1인수의,용역,선풍기 청소 대수 변경에 따른 추가 비용 지급,677600,비비에스
2026-05-22,인천목향초등학교,1인수의,용역,공공요금및용역_2026년 12월~~2027년 2월 공기정화장치 청소 유지관리 용역비(청소사,664310,주식회사 청소사랑
2026-04-30,신흥중학교,1인수의,용역,2026학년도 저수조 청소 실시,660000,주식회사 신진환경
2026-03-17,인천연수초등학교,1인수의,용역,2026학년도 저수조 청소 용역비 지급,660000,주식회사 에이스휴먼
2026-03-04,인천주원초등학교,1인수의,용역,2026학년도 저수조 청소 실시,660000,(주)이노상사
2026-05-19,덕적고등학교,1인수의,용역,2026년 상반기 저수조 청소 실시(2026.6.6),658300,주식회사 신진환경
2026-05-22,인천장수초등학교,1인수의,용역,교내 선풍기 청소 실시,653400,주식회사 크린웰
2026-06-17,인천진산과학고등학교,1인수의,용역,본관 및 기숙사 저수조 청소 실시,627000,대중환경
2026-06-01,인천서림초등학교,1인수의,용역,2026년도 상반기 저수조 청소 용역비 지급,627000,대신환경방역공사
2026-04-29,인천부평동초등학교,1인수의,용역,2026학년도 상반기 저수조 청소 실시,627000,대신환경방역공사
2026-03-20,인천진산과학고등학교,1인수의,용역,본관 및 기숙사 저수조 청소 실시,627000,대중환경
2026-03-17,인천광역시교육청학생교육문화회관,1인수의,용역,2026년도 상반기 저수조 청소 및 수질검사 실시,622000,(주)덕인환경
2026-07-16,청천중학교,1인수의,용역,2026년 저수조 청소 실시,616000,선문그린존 (주)
2026-05-07,인천은송중학교,1인수의,용역,교실 선풍기 청소비 지급,616000,세종
2026-05-26,인화여자중학교,1인수의,용역,시설물청소원 대체 용역 실시,615000,동연개발(주)
2026-07-09,인천숭의초등학교,1인수의,용역,2026 유치원 1학기 놀잇감 소독 및 청소비,605000,푸른씨에스
2026-06-05,부평여자고등학교,1인수의,용역,상반기 저수조 청소 실시,605000,대신환경방역공사
2026-03-19,인천공항초등학교,1인수의,용역,"2026학년도 상반기 저수조 청소(본교, 분교)",605000,주덕인환경
2026-05-11,인천영선초등학교,1인수의,용역,선풍기 추가 청소 실시비 지급,600600,와우홈크리닝
2026-06-09,인천길주초등학교,1인수의,용역,2026학년도 교내 저수조 청소 및 소독 실시,600000,상록토탈
2026-04-28,청라유치원,1인수의,용역,2026년 상반기 저수조 청소 및 5월 정기소독 실시,600000,CA(씨에이)
2026-04-16,인천효성중학교,1인수의,용역,"2026학년도 상,하반기 저수조(물탱크) 청소 실시",600000,푸른환경개발
2026-04-02,자유유치원,1인수의,용역,본원 청소 및 소독작업 실시,600000,에코씨에스
2026-03-23,인천길주초등학교,1인수의,용역,2026학년도 교내 저수조 청소 및 소독 실시,600000,상록토탈
2026-06-17,부평공업고등학교,1인수의,용역,실습동 5층 복도 청소,598000,주식회사 제일안전
2026-05-15,인천안산초등학교,1인수의,용역,각 교실 선풍기 청소비 지급,592900,와우홈크리닝
2026-06-16,인천고잔유치원,1인수의,용역,강당 선풍기 및 화장실 환풍기 청소비 지급,588500,워시윈드
2026-04-17,부광고등학교,1인수의,용역,각교실 선풍기 청소,585200,(주)새한에이치엠
2026-03-04,인천작전초등학교,1인수의,용역,2026년 상반기 저수조 청소 및 3월 교내 소독 실시,585000,(주)새한에이치엠
2026-05-29,인천연송초등학교,1인수의,용역,2026년 상반기 저수조 청소 실시,583000,대신환경방역공사
2026-06-17,인천청호중학교,1인수의,용역,급식실 에어커튼 분해 청소비 지급,572000,태성시스템
2026-03-20,합일초등학교,1인수의,용역,2026학년도 1분기 학교 소독 및 저수조 청소비 지급,572000,(주)청앤미
2026-03-16,인천삼목초등학교,1인수의,용역,초등돌봄교실 청소,567600,모두쓱싹
2026-05-14,합일초등학교,1인수의,용역,유치원 공기청정기 필터 청소 및 교체비 지급,563000,삼성전자판매(주)
2026-04-28,인천청람초등학교,1인수의,용역,2026년 상반기 저수조 청소 실시,561000,대중환경
2026-03-13,인천연송초등학교,1인수의,용역,신관 급수부스터펌프스트레너 청소 및 수위레벨 조정,557700,미우라엔텍
2026-04-01,인천남중학교,1인수의,용역,교내 소독 및 저수조 청소 실시,555000,(주)클린패밀리
2026-07-20,인천초은초등학교,1인수의,용역,2026학년도 유치원 화장실 공사 완료에 따른 청소 실시,550000,하트크린
2026-06-09,산곡중학교,1인수의,용역,"2026년 상.하반기 저수조 청소 및 산소, 유해가스 측정 실시",550000,가람솔
2026-06-09,선원초등학교,1인수의,용역,2026년 상반기 저수조 청소 실시,550000,대신환경방역공사
2026-05-26,인천발산초등학교,1인수의,용역,2026학년도 저수조 청소 실시,550000,푸른환경개발
2026-05-21,부평동중학교,1인수의,용역,강당 화장실 공사 후 현장정리 및 청소비용 지출,550000,고구려 환경
2026-05-13,인천한별초등학교,1인수의,용역,2026년 저수조 청소 실시,550000,가람솔
2026-04-24,관교중학교,1인수의,용역,남교사 및 여교사 휴게실 청소 실시,550000,클린스쿨인천주식회사
2026-03-16,인천당하초등학교,1인수의,용역,2026학년도 1차 실내소독 및 상반기 저수조 청소 실시,550000,주식회사 신진환경
2026-04-09,인천소래초등학교,1인수의,용역,"유치원 식기 세척기, 무선 청소기 AS 수리",541500,엘지전자(주) 연수서비스센터
2026-05-20,옥련여자고등학교,1인수의,용역,급식소 천정형 선풍기 및 에어컨 필터 청소 실시,540000,하나공조
2026-05-11,길상초등학교,1인수의,용역,냉난방기 필터 청소 용역 실시,539000,(주)크린웰
2026-06-08,대월초등학교,1인수의,용역,본교 교내 저수조 청소 용역비 지출,528000,대신환경방역공사
2026-05-26,인천구산초등학교,1인수의,용역,학교 정기소독 및 상반기 저수조청소 실시,527000,클린패밀리
2026-07-10,신송중학교,1인수의,용역,2026학년도 학교방역(7월) 및 저수조청소(8월) 실시,520000,중진공산업개발
2026-06-08,인천갈월초등학교,1인수의,용역,2026년 6월 교사동 전체 방역소독 및 저수조 청소비 지급,520000,가람솔
2026-04-21,인천용마초등학교,1인수의,용역,2026년도 4월 교내 전체 소독 및 상반기 저수조 청소비 지급,515000,(주)대광에이치엠
2026-05-13,인천광역시동부교육지원청,1인수의,용역,거점형늘봄센터 환경 개선을 위한 냉·난방기 청소,514800,(주)청소사랑
2026-03-13,인천검단꿈유치원,1인수의,용역,2026학년도 저수조(물탱크) 청소 및 소독 용역비,506000,대중환경
2026-06-15,인천인수초등학교,1인수의,용역,2026년 상반기 저수조 청소 실시,500000,상록토탈
2026-04-29,인천윤슬초등학교,1인수의,용역,정화조 청소비(하자보수 아님),500000,영종환경
2026-03-30,인천가석초등학교,1인수의,용역,학교 후문 석재기둥 등 청소 대금 지급,500000,(주)크린웰
2026-03-16,인천인혜학교,1인수의,용역,2026년 상반기 저수조 청소,500000,(주)거륭
2026-03-06,인천용일초등학교,1인수의,용역,2026년도 상반기 저수조 청소 실시,500000,정도환경
2026-03-05,인천효성중학교,1인수의,용역,2026학년도 오수정화조 청소비용 지급,500000,쎄븐환경
2026-04-02,인천효성초등학교,1인수의,용역,2026년 본관동 정화조 청소 실시,495800,(주)황금환경
2026-05-17,인천화전초등학교,1인수의,용역,상반기 저수조 청소 실시,495000,푸른환경개발
2026-04-06,인천아라중학교,1인수의,용역,2026년 급식실내 에어커튼 분해 및 청소비 지급,495000,하나ENG
2026-03-04,인천가석초등학교,1인수의,용역,2026년도 상반기 학교 저수조 청소 대금 지급,495000,장동진(대신환경방역)
2026-03-05,인천계양초등학교,1인수의,용역,교내식당 사용 예정 교실 청소 및 소독 실시,493000,(주)지엘홀딩스
2026-06-09,인천마전초등학교,1인수의,용역,2026. 6월 일반소독 및 상반기 저수조 청소 실시,480000,대신환경방역공사
2026-05-12,인천가림초등학교,1인수의,용역,2026학년도 교사동 방역(5월)소독및 저수조 청소(1차)분 지급,480000,중진공산업개발
2026-03-26,인천용학초등학교,1인수의,용역,청소기 등 물품 RFID 전자테그 부착 용역비 지출,480000,나눔비투비
2026-03-26,문학정보고등학교,1인수의,용역,교내 방역(소독) 및 저수조 청소 비용 지급,475000,정도환경
2026-03-03,인천장서초등학교,1인수의,용역,2026학년도 교내 소독 (1분기) 및 저수조 청소(1차) 실시,475000,(주)새한에이치엠
2026-04-16,인천중산고등학교,1인수의,용역,4월 학교 실내 방역 및 상반기 저수조 청소 실시,465000,주식회사 신진환경
2026-05-13,인천가좌여자중학교,1인수의,용역,3층 서버실 환경개선작업(바닥청소),462000,스피드넷
2026-04-07,산곡중학교,1인수의,용역,2026년 상.하반기 저수조 청소 실시,460000,가람솔
2026-04-24,선화여자중학교,1인수의,용역,정화조 청소 실시(2026.5.7.),451520,(주)남구정화조
2026-03-09,선화여자중학교,1인수의,용역,정화조 청소 실시(2026년 3월)(3/19),451520,(주)남구정화조
2026-05-20,삼산유치원,1인수의,용역,2026년 학교급식시설(후드 및 환풍기) 청소 비용 지급(1차),450000,인천우진환경
2026-04-20,인천전자마이스터고등학교,1인수의,용역,제10회 교육감배 교직원 테니스대회 청소용역비 지급,450000,(주)베스트쉴드
2026-03-03,계산여자고등학교,1인수의,용역,본관지정실 복도 및 계단 대청소 추가 실시,450000,주식회사 더불림
2026-06-16,인천서곶초등학교,1인수의,용역,2026학년도 상반기 저수조(물탱크)청소 실시,440000,정도환경
2026-06-15,인천신검단초등학교,1인수의,용역,2026학년도 상반기 저수조 청소비 지급,440000,동연개발주식회사
2026-06-10,인천한들초등학교,1인수의,용역,2026년 상반기 저수조 청소 실시,440000,동연개발(주)
2026-06-02,인천초은고등학교,1인수의,용역,2026년 상반기 저수조(소방 포함) 청소비 지급,440000,푸른환경개발
2026-06-02,옥련중학교,1인수의,용역,2026년 상반기 저수조 청소 실시,440000,대신환경방역공사
2026-05-22,인천송천고등학교,1인수의,용역,2026년 상반기 저수조 청소 실시,440000,동춘환경
2026-05-20,인천비즈니스고등학교,1인수의,용역,2026년 상반기 물탱크(저수조) 청소 실시,440000,동연개발(주)
2026-05-19,인송중학교,1인수의,용역,2026학년도 상반기 저수조 청소 실시,440000,동춘환경
2026-05-13,인천연송고등학교,1인수의,용역,상반기 저수조 청소 실시,440000,대신환경
2026-05-13,검단중학교,1인수의,용역,상반기 저수조 청소 실시,440000,주식회사 클린패밀리
2026-05-06,인천마장초등학교,1인수의,용역,2026학년도 상반기 교내 저수조 청소 실시,440000,정도환경
2026-05-06,인천해원초등학교,1인수의,용역,2026년 상반기 저수조청소 실시,440000,(주)신진환경
2026-05-06,논곡중학교,1인수의,용역,상반기 저수조 청소 실시,440000,대신환경방역공사
2026-04-23,인천가현초등학교,1인수의,용역,2026년도 상반기 저수조 청소 실시,440000,동연개발(주)
2026-04-01,인천부곡초등학교,1인수의,용역,2026년 저수조 청소비 지급,440000,가람솔
2026-04-01,상인천초등학교,1인수의,용역,2026년 상반기 저수조 청소 실시비 지급,440000,클린패밀리
2026-03-27,만성중학교,1인수의,용역,상반기 저수조 청소,440000,푸른환경개발
2026-03-18,인천간재울초등학교,1인수의,용역,2026년 상반기 저수조(물탱크) 청소 실시,440000,동연개발 주식회사
2026-06-17,인천용정초등학교,1인수의,용역,2026년 상반기 저수조 청소 실시,429000,대신환경방역공사
2026-06-02,인천논곡초등학교,1인수의,용역,2026년도 상반기 저수조 청소 용역비,429000,대신환경방역공사
2026-06-04,영종유치원,1인수의,용역,푸른관 선풍기 및 냉난방기 필터 청소,424600,주식회사크린웰
2026-06-04,옥련여자고등학교,1인수의,용역,2026년 수시 정화조 청소(급식소),423000,서해환경(주)
2026-05-22,인천부흥고등학교,1인수의,용역,현관 수족관 청소 및 물품 구입,420000,상지원수족관
2026-05-06,인천용현초등학교,1인수의,용역,상반기 저수조 청소 실시,418000,대중환경
2026-04-29,인천청천초등학교,1인수의,용역,2026학년도 상반기 저수조 청소 실시,418000,대중환경
2026-04-22,인천원당초등학교,1인수의,용역,2026년 상반기 저수조 청소 실시,418000,대신환경방역공사
2026-03-06,인천부원초등학교,1인수의,용역,2026년 상반기 저수조 청소,418000,대신환경방역공사
2026-06-24,청천중학교,1인수의,용역,시설물청소 대체 근무 용역비 지급,410000,동연개발 주식회사
2026-06-23,인천서림초등학교,1인수의,용역,시설물청소원 청소대체근무 용역비 지급,410000,동연개발주식회사
2026-06-18,인천송원초등학교,1인수의,용역,2026학년도 6월 저수조 청소 실시,407000,대신환경방역공사
2026-05-26,인천심곡초등학교,1인수의,용역,2026학년도 상반기 저수조 청소 실시,407000,대신환경방역공사
2026-05-22,선화여자중학교,1인수의,용역,2026년 상반기 저수조(물탱크) 청소 실시(5/25),407000,(주)에코캐치
2026-05-14,용유중학교,1인수의,용역,2026학년도 상반기 인천용유초중학교 저수조 청소 실시,407000,대신환경방역공사
2026-04-07,부평서여자중학교,1인수의,용역,1차 저수조 청소,407000,대신환경방역공사
2026-03-27,인천송원초등학교,1인수의,용역,2026학년도 3월 저수조 청소 실시,407000,대신환경방역공사
2026-03-26,인천왕길초등학교,1인수의,용역,2026년 상반기 저수조 청소 실시,407000,대신환경방역공사
2026-05-15,인천용현남초등학교,1인수의,용역,2026년 상반기 저수조 청소,400000,상록토탈
2026-05-06,인천동춘초등학교,1인수의,용역,상반기 저수조 청소 용역비 지급,400000,상록토탈
2026-07-24,인천봉화초등학교,1인수의,용역,2026년도 하반기 저수조 청소 실시(개학전),396000,대신환경방역공사
2026-06-08,인천과학고등학교,1인수의,용역,물탱크(저수조) 청소,396000,(주)덕인환경
2026-06-08,신현중학교,1인수의,용역,2026년 상반기 저수조 청소 실시,396000,대중환경
2026-04-14,논곡중학교,1인수의,용역,도시가스 정압기 분해점검 및 필터 청소 실시,396000,주식회사 에스이엔에스
2026-03-05,인천과학고등학교,1인수의,용역,2026학년도 1분기 물탱크(저수조) 청소,396000,(주)덕인환경
2026-07-08,인천해든초등학교,1인수의,용역,하절기 유치원 화장실 청소실시,385000,클린홈
2026-07-08,인천동수중학교,1인수의,용역,2026년도 하반기 저수조 청소,385000,대신환경방역공사
2026-06-17,미추홀외국어고등학교,1인수의,용역,2026년 상반기 저수조 청소 실시,385000,우진환경
2026-06-10,부흥중학교,1인수의,용역,2026학년도 저수조 청소 및 살균,385000,가람솔
2026-06-08,인천청학초등학교,1인수의,용역,2026년 저수조 청소 용역비 지급,385000,동춘환경
2026-05-29,부평중학교,1인수의,용역,2026.상반기 저수조 물탱크 청소비 지급,385000,현대환경관리
2026-05-28,인천명선초등학교,1인수의,용역,2026학년도 상반기 저수조 청소,385000,대신환경방역공사
2026-05-21,인천해든초등학교,1인수의,용역,2026학년도 유치원 화장실 청소 용역,385000,클린홈
2026-05-20,인천백석초등학교,1인수의,용역,2026학년도 상반기 저수조 청소 실시,385000,대신환경방역공사
2026-05-18,인천신송초등학교,1인수의,용역,2026년 상반기 저수조 청소 실시,385000,대신환경방역공사
2026-05-14,인천고잔중학교,1인수의,용역,상반기 저수조 청소,385000,대신환경방역공사
2026-05-12,동인천중학교,1인수의,용역,2026년 상반기 저수조 청소비,385000,(주)클린패밀리
2026-05-08,인천인동초등학교,1인수의,용역,2026년 상반기 저수조 청소,385000,대신환경방역공사
2026-05-08,인천새봄초등학교,1인수의,용역,2026학년도 상반기 저수조 청소 실시,385000,대신환경방역공사
2026-04-30,인천삼목초등학교,1인수의,용역,2026년 4월 환경관리를 위한 계단청소 지출,385000,크린에이스
2026-04-08,인천아라고등학교,1인수의,용역,2026년 상반기 저수조 청소비 지급,385000,대신환경방역공사
2026-03-24,석정중학교,1인수의,용역,구령대 체육창고 청소비,385000,클리니어위드현기
2026-03-20,인천영선고등학교,1인수의,용역,2026학년도 저수조 청소대금 지급,385000,대중환경
2026-03-13,인천해든초등학교,1인수의,용역,2026학년도 유치원 화장실 청소 실시,385000,클린홈
2026-03-09,자유유치원,1인수의,용역,2026학년도 본원 저수조 청소 실시,385000,(주)클린패밀리
2026-07-14,관교중학교,1인수의,용역,각 교실 냉난방기 필터 세척 및 청소 실시,382800,제이원시스템
2026-06-11,인천조동초등학교,1인수의,용역,2026년 상반기 저수조(물탱크) 청소 실시,380000,삼진환경
2026-05-11,인천계양초등학교,1인수의,용역,2026학년도 상반기 저수조 청소 실시,380000,지엘굿잡 주식회사
2026-06-02,강화여자중학교,1인수의,용역,2026학년도 상반기 학교 저수조(물탱크)청소 실시,374000,대신환경방역공사
2026-05-27,강화여자고등학교,1인수의,용역,기숙사 저수조 청소 대금 지급,374000,대신환경방역공사
2026-04-30,인천해원중학교,1인수의,용역,2026학년도 상반기 저수조 청소 실시,374000,우진환경
2026-04-03,인천영종초등학교,1인수의,용역,본교 시설물청소원 대체인력 용역비 지급,374000,철거킹
2026-04-02,인천조동초등학교,1인수의,용역,교내 화단 정리 및 청소 작업 실시,374000,늘푸른환경
2026-05-19,인천성리중학교,1인수의,용역,상반기 저수조 청소 실시,363000,대중환경
2026-03-17,불은초등학교,1인수의,용역,2026학년도 상반기 저수조 청소,363000,대신환경방역공사
2026-06-19,인천도화초등학교,1인수의,용역,강당동 냉난방기 필터 청소비 지급,360000,온누리종합환경
2026-06-01,인천서창초등학교,1인수의,용역,저수조 청소 및 교사 정기 소독비 지급(6월),358000,대중환경
2026-03-03,인천주안초등학교,1인수의,용역,시설물청소원 병가 사용에 따른 인력 대체 경비,355400,동연개발
2026-07-23,인천먼우금초등학교,1인수의,용역,2026학년도 여름방학 화장실 청소업체 용역비 지출,352000,(주)크린웰
2026-05-14,인천문남초등학교,1인수의,용역,2026년 상반기 저수조 청소,352000,대신환경방역공사
2026-05-12,인천청라고등학교,1인수의,용역,2026년도 상반기 저수조 청소 실시,352000,대신환경방역공사
