계약일자,발주기관,계약방법,목적물,계약명,계약금액,계약상대자
2026-05-07,북인천중학교,1인수의,용역,일반교실(특수학급 포함) 선풍기 청소,352000,현대기획시설보수
2026-04-27,용현여자중학교,1인수의,용역,2026년 상반기 저수조 청소,352000,동춘환경
2026-04-18,인천동부초등학교,1인수의,용역,2026학년도 상반기 교내 저수조 청소 실시,352000,대중환경
2026-04-09,인천공항중학교,1인수의,용역,2026년 상반기 저수조 청소 실시,352000,대중환경
2026-03-24,인천전자마이스터고등학교,1인수의,용역,기숙사동 시설물청소원 대직 용역비 지급,352000,고고클린
2026-03-17,인천미래생활고등학교,1인수의,용역,급식실 에어커튼 분해청소 용역비 지급,352000,태성시스템
2026-03-05,인천청람중학교,1인수의,용역,2026학년도 상반기 저수조 청소 실시,352000,우진환경
2026-06-17,남인천여자중학교,1인수의,용역,2층 교무실 하수구 배관 청소,350000,퍼스트건설 주식회사
2026-05-29,인천디자인고등학교,1인수의,용역,2026년 상반기 저수조 청소용역비 지급,350000,대신환경방역공사
2026-04-15,인천굴포초등학교,1인수의,용역,2026년 저수조 청소 실시(상반기),350000,상록토탈
2026-05-26,신흥중학교,1인수의,용역,세척기 핑거 청소비 지급,341000,이웃사랑 인천지사
2026-04-28,인천송일초등학교,1인수의,용역,실내청소용 기름걸레 임대,341000,송도국제종합상사
2026-05-15,인천연일학교,1인수의,용역,시설물 청소원 휴게실 설치를 위한 집기류 이동설치,340000,성현건설
2026-04-13,삼산유치원,1인수의,용역,2026년도 4월 원내 정기소독 및 저수조 청소비 지급,338000,우진환경
2026-05-06,인천진산과학고등학교,1인수의,용역,시설물청소원 연가 대체 청소용역,336540,동연개발(주)
2026-05-07,인천연송고등학교,1인수의,용역,"선풍기 청소 실시 (컴퓨터실, 과학실)",336000,준설비 주식회사
2026-07-24,인천송월초등학교,1인수의,용역,2026년 상반기 저수조 청소 실시 (2026.7.24),330000,정도환경
2026-07-15,인천서현유치원,1인수의,용역,지하 저수조 청소 실시,330000,주식회사 신진환경
2026-07-14,학익여자고등학교,1인수의,용역,2026년 하반기 저수조 청소 실시,330000,중진공산업개발
2026-07-13,인천서희학교,1인수의,용역,소방 저수조 청소,330000,주식회사 신진환경
2026-07-06,인천송천고등학교,1인수의,용역,2026년 에코스마트팜 1학기 사용 후 청소 실시,330000,주식회사 한국바이오헬스케어
2026-06-16,인천예술고등학교,1인수의,용역,예술관 저수조 청소 실시,330000,주식회사 신진환경
2026-06-12,인천함박초등학교,1인수의,용역,2026년 상반기 저수조 청소 실시,330000,동춘환경
2026-06-08,인천동양중학교,1인수의,용역,2026년 상반기 저수조 청소 실시,330000,중진공산업개발
2026-05-29,인천진산초등학교,1인수의,용역,2026학년도 상반기 저수조 청소 실시,330000,에코라이프
2026-05-27,인천효성고등학교,1인수의,용역,2026년도 상반기 저수조 청소 실시,330000,주식회사 클린패밀리
2026-05-27,인천연일학교,1인수의,용역,2026년 2분기 저수조 청소 실시,330000,(주)덕인환경
2026-05-26,인천광역시교육청화도진도서관,1인수의,용역,2026년도 상반기 물탱크 청소,330000,(주)덕인환경
2026-05-23,계산여자고등학교,1인수의,용역,저수조 청소(상반기),330000,대중환경
2026-05-22,인천주안남초등학교,1인수의,용역,2026년 상반기 저수조(물탱크) 청소 실시,330000,동춘환경
2026-05-21,인천해원초등학교,1인수의,용역,2026년 6월 시설물청소원(본관) 대체인력 용역비 지급,330000,주식회사 크린웰
2026-05-19,인천반도체고등학교,1인수의,용역,시설물청소원 용역비 지급,330000,(주)크린웰
2026-05-13,인천산곡남초등학교,1인수의,용역,2026년 상반기 저수조 청소 실시,330000,중진공산업개발
2026-05-12,인천도화초등학교,1인수의,용역,상반기 저수조 청소비 지급,330000,중진공산업개발
2026-05-06,인천신현북초등학교,1인수의,용역,2026년도 상반기 본관 및 신관 저수조(물탱크) 청소 및 소독작업 실시,330000,대중환경
2026-04-27,옥련여자고등학교,1인수의,용역,2026년 상반기 저수조 청소,330000,주식회사 신진환경
2026-04-16,인천중산고등학교,1인수의,용역,소방 저수조 청소,330000,주식회사 신진환경
2026-04-13,인천갈산초등학교,1인수의,용역,부식억제장비 청소비 지급,330000,코매트
2026-04-09,인천부흥고등학교,1인수의,용역,2026학년도 상반기 교내 저수조 청소,330000,명성종합환경
2026-03-31,도림고등학교,1인수의,용역,상반기 저수조(물탱크) 청소 실시,330000,(주)클린패밀리
2026-03-31,계산고등학교,1인수의,용역,2026학년도 상반기 저수조 청소 실시,330000,주식회사 클린패밀리
2026-03-19,인일여자고등학교,1인수의,용역,급식실(수도) 정수장치 청소 실시,330000,코매트
2026-03-13,북인천여자중학교,1인수의,용역,2026년 상반기 저수조 청소 실시,330000,주식회사 클린패밀리
2026-04-24,선인중학교,1인수의,용역,2026학년도 저수조 청소 대금 지급,324500,동춘환경
2026-07-22,인천마전고등학교,1인수의,용역,급식실 식기세척기 고압청소비 지출,323400,쓰리에이치에스
2026-07-08,인천가현중학교,1인수의,용역,정화조 청소비 지급,319000,서인천환경(주)
2026-05-18,인천동막초등학교,1인수의,용역,"2026학년도 학교환경 위생방역 및 저수조 청소실시에 따른 용역비 (5.30(토), 1차)",312000,동춘환경
2026-06-04,제물포중학교,1인수의,용역,2026년 상반기 저수조 청소비 지급,308000,대중환경
2026-05-20,인천왕길초등학교,1인수의,용역,2026학년도 늘봄학교 선풍기 청소 실시,308000,와우홈크리닝
2026-05-20,인천왕길초등학교,1인수의,용역,2026학년도 유치원 선풍기 청소 실시,308000,와우홈크리닝
2026-05-08,인천당산초등학교,1인수의,용역,2026학년도 상반기 저수조 청소비 지급,308000,대중환경
2026-05-07,인천만수북초등학교,1인수의,용역,2026년 상반기 저수조 청소 실시,308000,대중환경
2026-03-06,인천석남중학교,1인수의,용역,2026학년도 특수학급 직업교육을 위한 카페머신 점검 및 청소,308000,머신앤모어
2026-06-30,검단고등학교,1인수의,용역,학교 환경 정화 청소 작업비 지급,300000,(주)더불림
2026-06-12,가좌중학교,1인수의,용역,저수조 청소 실시,300000,정도환경
2026-06-05,인천한길초등학교,1인수의,용역,2026학년도 상반기 저수조 청소비 지급,300000,대성개발 주식회사
2026-05-19,인천도림초등학교,1인수의,용역,2026년 상반기 저수조 청소,300000,푸른환경개발
2026-05-14,인천반도체고등학교,1인수의,용역,2026년 2분기 저수조 청소 실시,300000,송성건(정도환경)
2026-05-08,인천만수초등학교,1인수의,용역,2026학년도 상반기 저수조 청소 실시,300000,삼진환경
2026-05-07,인천석정초등학교,1인수의,용역,상반기 저수조 청소,300000,상록토탈
2026-04-29,인천간석초등학교,1인수의,용역,체력단련실 음악실 청소 실시,300000,아란환경
2026-04-27,인천송빛초등학교,1인수의,용역,2026년 상반기 저수조 청소 실시,300000,주식회사 신진환경
2026-04-20,인주중학교,1인수의,용역,2026년 상반기 저수조 청소,300000,주식회사 신진환경
2026-04-10,인천경연초등학교,1인수의,용역,2026학년도 저수조 청소(상반기),300000,신진환경
2026-04-08,인천성리초등학교,1인수의,용역,2026학년도 상반기 저수조 청소,300000,(주)에코라이프
2026-04-02,인천삼산초등학교,1인수의,용역,2026학년도 상반기 저수조 청소 실시,300000,상록토탈
2026-03-10,계양고등학교,1인수의,용역,2026학년도 상반기 저수조 청소 실시,300000,상록토탈
2026-03-05,인천백학초등학교,1인수의,용역,2026년 상반기 학교저수조(물탱크) 청소 대금 지급,300000,정도환경
2026-07-21,인천산업정보학교,1인수의,용역,2026년 하반기 저수조(물탱크) 청소 실시 지출,297000,대중환경
2026-05-21,인천바이오과학고등학교,1인수의,용역,2026학년도 상반기 저수조 청소,297000,동춘환경
2026-04-28,인천청라초등학교,1인수의,용역,2026학년도 상반기 교내 저수조 청소 실시,297000,대중환경
2026-04-06,인천부평초등학교,1인수의,용역,2026년 상반기 저수조 청소 작업비용 지급,297000,대중환경
2026-03-24,인천해송고등학교,1인수의,용역,2026년 상반기 저수조 청소 용역 실시,297000,동춘환경
2026-03-04,계산중학교,1인수의,용역,2026학년도 상반기 저수조 청소,297000,대중환경
2026-06-18,인천한별초등학교,1인수의,용역,유치원 무선청소기 수리 비용 지급,289500,엘지전자 주식회사(서인천서비스센터)
2026-06-09,인천안남중학교,1인수의,용역,2026년도 상반기 저수조 청소용역비 지급,286000,대신환경방역공사
2026-05-14,인천주안북초등학교,1인수의,용역,2026학년도 1분기 저수조 청소 실시,286000,대중환경
2026-05-06,가림고등학교,1인수의,용역,저수조 청소 실시,286000,주식회사 클린패밀리
2026-04-24,인천여자상업고등학교,1인수의,용역,별관동 및 특별실 선풍기 먼지제거 청소 실시,280500,주식회사 태원씨앤씨
2026-05-12,인천광역시교육청학생교육문화회관,1인수의,용역,청소용 리스킹 걸레 세탁,279180,크린종합상사
2026-05-15,인천효성초등학교,1인수의,용역,2026년 신관동 정화조 청소 실시,277400,(주)황금환경
2026-07-20,부개고등학교,1인수의,용역,2026년 상반기 저수조 청소 비용 지급,275000,가람솔
2026-07-03,인천윤슬초등학교,1인수의,용역,하반기 저수조 청소비,275000,주식회사 신진환경
2026-06-29,인천서로꿈유치원,1인수의,용역,2026년도 상반기 저수조 청소 실시,275000,주식회사 신진환경
2026-06-26,인천논현고등학교,1인수의,용역,2026학년도 상반기 저수조(물탱크) 청소 실시 비용 지급,275000,푸른환경개발
2026-06-11,연수중학교,1인수의,용역,2026년 상반기 저수조 청소,275000,가람솔
2026-06-11,만수북중학교,1인수의,용역,상반기 저수조 청소 실시,275000,가람솔
2026-06-10,인천서희학교,1인수의,용역,2026학년도 상반기 학교 저수조 청소,275000,주식회사 신진환경
2026-06-10,인천간석초등학교,1인수의,용역,상반기 저수조 청소 실시,275000,가람솔
2026-06-04,인천계산초등학교,1인수의,용역,2026년도 상반기 저수조 청소 실시,275000,가람솔
2026-05-28,인천대정초등학교,1인수의,용역,2026학년도 상반기 교내 저수조 청소비,275000,주식회사 클린패밀리
2026-05-27,인천은송중학교,1인수의,용역,2026학년도 상반기 저수조 청소비 지급,275000,주식회사 신진환경
2026-05-22,인천아라중학교,1인수의,용역,2026년도 상반기 저수조 청소 용역비 지급,275000,가람솔
2026-05-14,신송고등학교,1인수의,용역,2026년 상반기 저수조 청소 실시,275000,주식회사 클린패밀리
2026-05-06,연수여자고등학교,1인수의,용역,2026년 상반기 저수조 청소 실시,275000,(주)클린패밀리
2026-04-27,문학정보고등학교,1인수의,용역,교내 고가수조 청소비 지급,275000,정도환경
2026-04-27,인천여자상업고등학교,1인수의,용역,2026학년도 상반기 저수조 청소,275000,푸른환경개발
2026-04-24,신흥여자중학교,1인수의,용역,2026년도 상반기 저수조 청소,275000,정도환경
2026-04-20,인천하정초등학교,1인수의,용역,2026학년도 상반기 저수조 청소 실시,275000,대신환경방역공사
2026-04-17,인천미송중학교,1인수의,용역,2026년 상반기 저수조 청소 실시,275000,주식회사 신진환경
2026-04-17,인천남고등학교,1인수의,용역,저수조 청소 실시,275000,주식회사 클린패밀리
2026-04-03,인천은송초등학교,1인수의,용역,2026년도 상반기 저수조 청소 실시,275000,주식회사 신진환경
2026-04-03,인천일신초등학교,1인수의,용역,2026학년도 상반기 저수조(물탱크) 청소 실시,275000,가람솔
2026-03-20,인천건지초등학교,1인수의,용역,2026년 상반기 저수조 청소 실시,275000,동연개발(주)
2026-03-19,동인천고등학교,1인수의,용역,2026년 상반기 저수조 청소용역료,275000,푸른환경개발
2026-03-18,인천송천초등학교,1인수의,용역,2026년 상반기 저수조 청소,275000,동춘환경
2026-03-11,인천안남초등학교,1인수의,용역,2026학년도 상반기 저수조 청소비 지급,275000,(주)덕인환경
2026-03-10,만수여자중학교,1인수의,용역,2026년 상반기 저수조 청소 실시,275000,가람솔
2026-03-09,관교여자중학교,1인수의,용역,2026년 상반기 저수조(물탱크) 청소실시 (26.04.04),275000,(주)덕인환경
2026-06-23,인천뷰티예술고등학교,1인수의,용역,시설물청소원 휴게실 냉난방기 수리,274000,삼성전자서비스(주)
2026-03-14,인천예일중학교,1인수의,용역,라디에이터 철거 작업(청소원휴게실 및 남자샤워실),273900,KG건설
2026-05-08,인천소방고등학교,1인수의,용역,교내 물탱크 청소비 지급,269820,주식회사 정성하우징텍
2026-05-20,청학중학교,1인수의,용역,교내 냉난방기 필터 청소,264000,(주)새한에이치엠
2026-05-15,석정여자고등학교,1인수의,용역,2026 상반기 저수조 청소비 지출,264000,대신환경방역공사
2026-04-22,석정중학교,1인수의,용역,2026년 상반기 저수조 청소 실시,264000,대중환경
2026-04-14,인천소양초등학교,1인수의,용역,2026.8월 저수조 청소,264000,대중환경
2026-04-03,인천구월서초등학교,1인수의,용역,2026년 상반기 저수조 청소 용역비,264000,(주)새한에이치엠
2026-03-30,인천양촌초등학교,1인수의,용역,2026년도 상반기 저수조 청소 실시,264000,대중환경
2026-03-23,인천예송중학교,1인수의,용역,2026학년도 상반기(4월) 저수조 청소비 지급,264000,(주)새한에이치엠
2026-07-23,구월여자중학교,1인수의,용역,2026학년도 저수조 청소 실시(1차),260000,동춘환경
2026-03-11,인천광역시교육청학생교육문화회관,1인수의,용역,청소용 리스킹 걸레 세탁,256850,크린종합상사
2026-06-05,인천중학교,1인수의,용역,2026년도 상반기 저수조 청소,253000,동춘환경
2026-05-08,인천아라꿈유치원,1인수의,용역,2026년도 상반기 저수조 청소 실시,253000,대중환경
2026-07-10,인천길주초등학교,1인수의,용역,약품실 시약장 청소,250000,신성그린
2026-06-26,인천길주초등학교,1인수의,용역,약품실 시약장 청소,250000,신성그린
2026-06-08,인천검단나래유치원,1인수의,용역,2026년 상반기 저수조 청소비 지급,250000,신진환경
2026-05-29,인천신월초등학교,1인수의,용역,2026년 상반기 저수조 청소비 지급,250000,가람솔
2026-05-18,인천약산초등학교,1인수의,용역,2026년 상반기 저수조 청소 실시비 지급,250000,(주)새한에이치엠
2026-05-11,인천안산초등학교,1인수의,용역,2026년 상반기 저수조 청소비 지급,250000,가람솔
2026-05-07,교동고등학교,1인수의,용역,2026학년도 교동중고등학교 저수조 청소 실시,250000,Kesco 김포환경방역공사
2026-05-07,용현중학교,1인수의,용역,상반기 저수조 청소 실시,250000,가람솔
2026-04-06,북인천중학교,1인수의,용역,2026학년도 상반기 저수조 청소 실시,250000,가람솔
2026-04-03,인천운서중학교,1인수의,용역,2026년 저수조 청소 실시,250000,주식회사 신진환경
2026-03-16,인천백운초등학교,1인수의,용역,2026년 3월 저수조 청소 실시,250000,가람솔 인천점
2026-03-09,인천도화초등학교,1인수의,용역,"2,3동 냉난방기 필터 청소비 지급",250000,온누리종합환경
2026-03-05,산곡남중학교,1인수의,용역,2026년 3월 저수조 청소,250000,상록토탈
2026-06-17,인천상정초등학교,1인수의,용역,교내 저수조 청소 실시,242000,대신환경방역공사
2026-06-02,길상초등학교,1인수의,용역,2026년 하반기 저수조 청소 실시,242000,대신환경방역공사
2026-05-26,길상초등학교,1인수의,용역,2026년 상반기 저수조 청소 실시,242000,대신환경방역공사
2026-05-21,삼성초등학교,1인수의,용역,2026년 상반기 저수조 청소,242000,대신환경방역공사
2026-05-19,남동중학교,1인수의,용역,2026년 상반기 학교 저수조 청소 실시,242000,동춘환경
2026-04-24,인천서운초등학교,1인수의,용역,2026학년도 저수조 청소(상반기),242000,주식회사 클린패밀리
2026-04-02,만수중학교,1인수의,용역,2026년 상반기 저수조 청소 실시,242000,대중환경
2026-05-13,인천성지초등학교,1인수의,용역,2025학년도 상반기 저수조 청소비 지급,240000,푸른환경개발
2026-04-08,인천중학교,1인수의,용역,도서관 청소 용역,240000,주식회사 크린웰
2026-04-03,화도초등학교,1인수의,용역,2026학년도 1차 저수조 청소 실시,231000,대신환경방역공사
2026-07-14,인천신정초등학교,1인수의,용역,냉난방기 필터 청소(5층 일반교실 16실),229900,선명시스템
2026-07-13,계산여자중학교,1인수의,용역,2026학년도 상반기 저수조 청소비 지급,220000,푸른샘환경
2026-07-07,마전중학교,1인수의,용역,국가기술자격시험 시설 사용으로 인한 화장실 청소 실시,220000,(주)청앤미
2026-06-12,함박중학교,1인수의,용역,2026년도 상반기 저수조 청소 실시,220000,(주)클린패밀리
2026-06-11,인천개흥초등학교,1인수의,용역,2026년 상반기 저수조 청소 실시,220000,가람솔
2026-06-08,인천예일고등학교,1인수의,용역,2026년 상반기 지하저수조 청소 용역비 지출,220000,주식회사 신진환경
2026-06-05,인천삼목초등학교,1인수의,용역,2026년도 상반기 저수조 청소 실시,220000,주식회사 신진환경
2026-05-22,인천효성초등학교,1인수의,용역,2026년 상반기 저수조 청소 실시,220000,푸른환경개발
2026-04-29,인천송도초등학교,1인수의,용역,2026년 상반기 저수조 청소비 (2026.5.10),220000,(주)새한에이치엠
2026-04-14,마전중학교,1인수의,용역,국가기술자격시험 시설 사용으로 인한 화장실 청소 실시,220000,(주)청앤미
2026-03-31,부광고등학교,1인수의,용역,2026년도 상반기 저수조 청소 실시,220000,중진공산업개발
2026-03-31,가좌고등학교,1인수의,용역,2026년도 상반기 교내 저수조 청소,220000,(주)클린패밀리
2026-03-30,인천숭의초등학교,1인수의,용역,2026학년도 상 하반기 저수조청소,220000,신진환경
2026-03-27,능허대중학교,1인수의,용역,상반기 저수조 청소,220000,주식회사 신진환경
2026-06-25,양사초등학교,1인수의,용역,2026년 6월 저수조 물탱크 청소비 지급,209000,대신환경방역공사
2026-03-18,강서중학교,1인수의,용역,2026년 3월 저수조 물탱크 청소 실시,209000,대신환경방역공사
2026-04-28,인천부흥고등학교,1인수의,용역,2026학년도 5월 시설물청소원 대체 용역,205000,동연개발 주식회사
2026-03-19,인천한별초등학교,1인수의,용역,시설물청소원 대체인력 용역비 지급,205000,동연개발 주식회사
2026-06-12,인천경연중학교,1인수의,용역,경연중 시설물청소원 대체 용역비 지급,203800,동연개발주식회사
2026-04-01,인천경연중학교,1인수의,용역,시설물청소원 대체 용역비 지급,203800,동연개발주식회사
2026-05-07,인천효성서초등학교,1인수의,용역,2026년도 상반기 저수조 청소 작업비 지급,198000,(주)새한에이치엠
2026-04-15,인천청량초등학교,1인수의,용역,2026년도 상반기 저수조 청소 실시,198000,동춘환경
2026-04-06,인천동방초등학교,1인수의,용역,2026년도 상반기 저수조 청소비 지급,198000,(주)새한에이치엠
2026-04-02,인천구월초등학교,1인수의,용역,2026년 상반기(4월) 저수조 청소 실시,198000,(주)새한에이치엠
2026-04-17,만수중학교,1인수의,용역,(카드)급식실 보일러 버너화구 청소 및 온수 온도조절기 교체,195000,(주)보아에너시스
2026-07-15,인천송빛초등학교,1인수의,용역,시설물청소원 대체근무자 용역비 지급,190000,주식회사 제일안전
2026-06-18,인천광역시남부교육지원청,1인수의,용역,시설물청소원 대체근무 용역비 지급(2026.6.26),190000,주식회사 제일안전
2026-05-19,인천중앙초등학교,1인수의,용역,2026년 상반기 저수조 청소,187000,(주)새한에이치엠
2026-03-18,인천작동초등학교,1인수의,용역,2026년 상반기 저수조 청소,187000,가람솔
2026-06-24,만수북중학교,1인수의,용역,시설물청소원 대체근무에 대한 용역인력 사용,176000,주식회사 크린웰
2026-07-03,인천안남초등학교,1인수의,용역,일반 교실(학급)천정형 에어컨 실내기 필터 세척(청소) 신청,171600,하나공조
2026-07-09,인천반도체고등학교,1인수의,용역,시설물청소원 공가(건강검진)로 인한 대체인력비 지급,165000,(주)크린웰
2026-06-28,부원중학교,1인수의,용역,2026년 상반기 저수조 청소 실시,165000,동연개발(주)
2026-06-22,연수여자고등학교,1인수의,용역,제5회 인천 체육인재한마당 추가 청소용역비 지급,165000,(주)초림환경
2026-06-12,마니산유치원,1인수의,용역,2026년 상반기 저수조 청소 및 살균 실시,165000,가람솔
2026-06-11,인천담방초등학교,1인수의,용역,2026학년도 상반기 저수조 청소,165000,동춘환경
2026-06-05,가정여자중학교,1인수의,용역,2026년 상반기 저수조 청소비 지급,165000,주식회사 신진환경
2026-06-04,인천석남서초등학교,1인수의,용역,강당 남자화장실 소변기 배관 청소,165000,삼오건업
2026-05-29,인천가현초등학교,1인수의,용역,시설물청소원 대체근무 용역비 지급,165000,주식회사 크린웰
2026-03-23,옥련중학교,1인수의,용역,3월 시설물청소원 대체근무용역비 지급,165000,주식회사 크린웰
2026-03-10,작전고등학교,1인수의,용역,실링팬형 공기정화장치 필터 청소,165000,(주)에스알솔루션
2026-05-13,신현여자중학교,1인수의,용역,급식실 선풍기 청소,154000,아이클린 경인점
2026-03-23,인천이음초등학교,1인수의,용역,도서관 무선청소기 검검 및 수리,152500,삼성전자서비스(주)
2026-06-22,인천전자마이스터고등학교,1인수의,용역,2026년도 (구)선인재단 하반기 상·하수도 공동저수조 청소(소독) 분담금 납부(대중예술고,145490,인천대중예술고등학교
2026-03-20,갑룡초등학교,1인수의,용역,(0512) 교실 청소기 수리비 지급,141500,엘지전자 주식회사
2026-06-23,인천석남중학교,1인수의,용역,수족관 청소 실시,140000,상지원 수족관
2026-03-24,인천석남중학교,1인수의,용역,수족관 청소 실시,140000,상지원 수족관
2026-05-29,인천하늘초등학교,1인수의,용역,유치원 청소기 수리,137500,엘지전자 주식회사
2026-06-01,인천경연중학교,1인수의,용역,경연초중학교 경연관 및 소강당 스탠드형 냉난방기 필터 청소 실시,135000,준설비
2026-06-26,인천광역시교육청학생교육문화회관,1인수의,용역,별별요리실 제빙기 분해 살균 및 소독 청소 비용 지출 요청,134550,헥토파이낸셜
2026-03-13,인천동춘초등학교,1인수의,용역,유치원 실내용 청소기(핸디/스틱형) 수리비 지급,116500,엘지전자 주식회사
2026-06-11,상인천여자중학교,1인수의,용역,2026년 6월 시설물청소원 대체근무 용역비 지급,113000,주식회사 제일안전
2026-05-06,신현중학교,1인수의,용역,시설물청소원휴게실 냉장고 수리,110800,제일서비스
2026-05-30,인천부내초등학교,1인수의,용역,2026년도 선풍기 청소 실시(추가),105600,주식회사 크린웰
2026-04-28,인천하늘초등학교,1인수의,용역,유치원 청소기 수리 및 출장비,101500,엘지전자 주식회사
2026-06-15,강화고등학교,1인수의,용역,식생활관 오븐 청소비 지급,99000,(주)동방포쎄
2026-03-26,신송고등학교,1인수의,용역,청소원 휴게실 세탁기 수리비 지급,88800,엘지전자 주식회사
2026-06-29,인천병방초등학교,1인수의,용역,1학년연구실 및 시설물청소원휴게실 인터넷 전화 설치비,88000,티티에스
2026-07-14,인천바이오과학고등학교,1인수의,용역,시설청소원 휴게실 세탁기 수리,74000,엘지전자 주식회사
2026-03-13,강서중학교,1인수의,용역,청소용품(기름걸레) 렌탈,66000,반석기업
2026-04-23,동인천중학교,1인수의,용역,급식실 세미기 내부 배관 청소비 지급,55000,화신주방산업(주)
2026-07-03,신송고등학교,1인수의,용역,청소원휴게실 세탁기 수리 비용 지급,50500,엘지전자 주식회사
2026-04-28,인천산곡북초등학교,1인수의,용역,2026학년도 청소기 부품(먼지통 세트) 구입비 지급,50000,위니아 서비스
2026-04-06,인천계산초등학교,1인수의,용역,2026학년도 급식실(조리실무사 휴게실) 무선청소기 수리비용 지급,49500,삼성전자서비스(주)모바일계양센터
2026-05-28,인천아라초등학교,1인수의,용역,유치원 물걸레 청소기 수리비 지급,40000,휴스톰
2026-03-17,검단고등학교,1인수의,용역,청소기 수리 출장비 지급,39000,엘지전자 주식회사
2026-06-15,부평서중학교,1인수의,용역,특수학급 1반 청소기 수리비 지급,33000,엘지전자 주식회사
